FLTID,REG,ADEP,ADES,ALDT,AIBT,SIBT,FLTRUL,TYPE,WTC,RWY,STND,SRC_PHASE,SAM_ID,C40_CROSS_TIME,C40_CROSS_LAT,C40_CROSS_LON,C40_CROSS_FL,C100_CROSS_TIME,C100_CROSS_LAT,C100_CROSS_LON,C100_CROSS_FL
BAW499,GEUYP,LPPT,EGLL,2018-06-09T08:55:00Z,2018-06-09T09:05:00Z,2018-06-09T08:55:00Z,IFR,A320,MJ,09L,303L,ARR,219131536,2018-06-09T08:30:49Z,50.90416666666669,-1.00305555555556,132,2018-06-09T08:21:28Z,50.001388888888904,-1.68333333333333,315
BAW98,GVIIC,CYYZ,EGLL,2018-06-09T08:46:00Z,2018-06-09T08:52:00Z,2018-06-09T08:55:00Z,IFR,B772,H,09L,576,ARR,219126769,2018-06-09T08:20:55Z,51.36694444444439,-1.5125,138,2018-06-09T08:10:22Z,51.5461111111111,-3.12805555555556,294
BAW190,GBNLP,KAUS,EGLL,2018-06-09T08:57:00Z,2018-06-09T09:06:00Z,2018-06-09T09:00:00Z,IFR,B744,H,09L,555,ARR,219126026,2018-06-09T08:41:53Z,51.3252777777778,-1.50055555555556,113,2018-06-09T08:33:30Z,51.524166666666694,-3.1291666666666704,317
ACA850,CFGDX,CYYC,EGLL,2018-06-09T09:10:00Z,2018-06-09T09:24:00Z,2018-06-09T09:00:00Z,IFR,B789,H,09L,238,ARR,219126287,2018-06-09T08:45:31Z,52.04944444444439,-1.01527777777778,151,2018-06-09T08:36:09Z,52.7872222222222,-2.1394444444444396,329
EIN15E,EIEDS,EIDW,EGLL,2018-06-09T08:42:00Z,2018-06-09T08:59:00Z,2018-06-09T09:00:00Z,IFR,A320,MJ,09L,221R,ARR,219133747,2018-06-09T08:21:25Z,51.971666666666685,-1.18472222222222,145,2018-06-09T08:11:03Z,52.702777777777804,-2.30138888888889,320
BAW885,GEUUA,LROP,EGLL,2018-06-09T08:40:00Z,2018-06-09T08:51:00Z,2018-06-09T09:00:00Z,IFR,A320,MJ,09L,512,ARR,219130175,2018-06-09T08:15:06Z,51.68,0.5638888888888891,148,2018-06-09T08:04:26Z,51.7836111111111,2.18166666666667,309
BAW391,GEUXK,EBBR,EGLL,2018-06-09T08:41:00Z,2018-06-09T08:51:00Z,2018-06-09T09:05:00Z,IFR,A321,MJ,09L,515,ARR,219134234,2018-06-09T08:16:44Z,51.6772222222222,0.565277777777778,150,2018-06-09T08:06:11Z,51.557222222222194,2.22194444444444,240
BAW631,GEUYL,LGAV,EGLL,2018-06-09T08:53:00Z,2018-06-09T08:59:00Z,2018-06-09T09:05:00Z,IFR,A320,MJ,09L,546L,ARR,219129277,2018-06-09T08:26:06Z,51.6805555555556,0.5630555555555551,122,2018-06-09T08:16:01Z,51.6022222222222,2.2202777777777807,293
VIR8E,GVBEL,KLAX,EGLL,2018-06-09T08:43:00Z,2018-06-09T08:52:00Z,2018-06-09T09:05:00Z,IFR,B789,H,09L,322,ARR,219125638,2018-06-09T08:19:45Z,51.365,-1.51277777777778,139,2018-06-09T08:09:02Z,51.6811111111111,-3.1125,298
UAL940,N59053,KEWR,EGLL,2018-06-09T09:02:00Z,2018-06-09T09:08:00Z,2018-06-09T09:10:00Z,IFR,B764,H,09L,233,ARR,219126832,2018-06-09T08:39:55Z,51.374444444444386,-1.5163888888888901,140,2018-06-09T08:29:16Z,51.5880555555555,-3.127777777777781,259
BAW282,GXLEC,KLAX,EGLL,2018-06-09T09:22:00Z,2018-06-09T09:30:00Z,2018-06-09T09:10:00Z,IFR,A388,H,09L,563,ARR,219125596,2018-06-09T08:55:36Z,51.81083333333329,-1.39361111111111,145,2018-06-09T08:45:05Z,52.72388888888891,-2.25638888888889,305
BAW68V,GZBKK,KPHL,EGLL,2018-06-09T09:37:00Z,2018-06-09T09:51:00Z,2018-06-09T09:15:00Z,IFR,B789,H,09L,568,ARR,219126838,2018-06-09T09:15:54Z,52.0436111111111,-1.0269444444444398,161,2018-06-09T09:05:38Z,52.8277777777778,-2.05,300
BEL2AH,OOSNH,EBBR,EGLL,2018-06-09T09:20:00Z,2018-06-09T09:28:00Z,2018-06-09T09:15:00Z,IFR,A320,MJ,09L,223,ARR,219135170,2018-06-09T08:57:00Z,51.6780555555556,0.561666666666667,121,2018-06-09T08:45:53Z,51.61444444444439,2.21166666666667,240
EIN03RV,EICVB,EGAC,EGLL,2018-06-09T09:32:00Z,2018-06-09T09:39:00Z,2018-06-09T09:15:00Z,IFR,A320,MJ,09L,221L,ARR,219135297,2018-06-09T09:00:31Z,51.9380555555556,-1.23888888888889,156,2018-06-09T08:49:54Z,52.79611111111111,-2.1152777777777803,290
AIC172,VTANB,KEWR,EGLL,2018-06-09T08:59:00Z,2018-06-09T09:09:00Z,2018-06-09T09:15:00Z,IFR,B788,H,09L,218,ARR,219127056,2018-06-09T08:35:31Z,51.36694444444439,-1.51083333333333,138,2018-06-09T08:25:49Z,51.56,-3.12694444444444,313
VIR154,GVGEM,KJFK,EGLL,2018-06-09T09:00:00Z,2018-06-09T09:06:00Z,2018-06-09T09:15:00Z,IFR,A333,H,09L,320,ARR,219126808,2018-06-09T08:37:21Z,51.4,-1.52083333333333,138,2018-06-09T08:26:51Z,51.6561111111111,-3.11833333333333,290
BAW34N,GBNLN,KMIA,EGLL,2018-06-09T09:21:00Z,2018-06-09T09:31:00Z,2018-06-09T09:20:00Z,IFR,B744,H,09L,305,ARR,219126386,2018-06-09T08:56:37Z,50.9138888888889,-1.0274999999999999,149,2018-06-09T08:43:59Z,50.648333333333305,-2.7447222222222205,293
TAP374J,CSTVA,LPPT,EGLL,2018-06-09T09:16:00Z,2018-06-09T09:25:00Z,2018-06-09T09:20:00Z,IFR,A320,MJ,09L,216,ARR,219132069,2018-06-09T08:52:37Z,50.9202777777778,-1.04277777777778,133,2018-06-09T08:42:46Z,49.9875,-1.635,300
BAW80G,GSTBB,KBOS,EGLL,2018-06-09T09:11:00Z,2018-06-09T09:21:00Z,2018-06-09T09:20:00Z,IFR,B77W,H,09L,566,ARR,219127181,2018-06-09T08:46:25Z,51.5897222222222,-1.52027777777778,140,2018-06-09T08:36:15Z,51.6525,-3.12888888888889,284
ACA888,CFOCA,CYOW,EGLL,2018-06-09T09:25:00Z,2018-06-09T09:31:00Z,2018-06-09T09:25:00Z,IFR,B763,H,09L,241,ARR,219127095,2018-06-09T08:53:37Z,51.365,-1.5125,160,2018-06-09T08:43:05Z,51.5875,-3.12694444444444,291
AAL78,N727AN,KDFW,EGLL,2018-06-09T09:12:00Z,2018-06-09T09:18:00Z,2018-06-09T09:25:00Z,IFR,B77W,H,09L,336,ARR,219126223,2018-06-09T08:47:13Z,51.89194444444439,-1.30472222222222,156,2018-06-09T08:36:37Z,52.6772222222222,-2.33861111111111,309
BAW222,GZBJG,KBNA,EGLL,2018-06-09T12:13:00Z,2018-06-09T12:20:00Z,2018-06-09T09:25:00Z,IFR,B788,H,09L,532,ARR,219127302,2018-06-09T11:42:25Z,51.36666666666669,-1.5144444444444398,140,2018-06-09T11:32:12Z,51.52666666666669,-3.13083333333333,259
SHT7Y,GEUOC,EGPF,EGLL,2018-06-09T08:56:00Z,2018-06-09T09:02:00Z,2018-06-09T09:25:00Z,IFR,A319,MJ,09L,507,ARR,219134440,2018-06-09T08:35:43Z,52.0008333333333,-1.1280555555555603,158,2018-06-09T08:26:47Z,52.8188888888889,-2.067777777777781,325
SHT9F,GEUPN,EGPH,EGLL,2018-06-09T09:26:00Z,2018-06-09T09:32:00Z,2018-06-09T09:25:00Z,IFR,A319,MJ,09L,501,ARR,219134349,2018-06-09T08:56:49Z,51.929166666666696,-1.2519444444444396,140,2018-06-09T08:45:31Z,52.795833333333306,-2.1158333333333297,279
AFR158W,FGRHV,LFPG,EGLL,2018-06-09T10:35:00Z,2018-06-09T10:41:00Z,2018-06-09T09:30:00Z,IFR,A319,MJ,09L,411,ARR,219136650,2018-06-09T10:19:49Z,51.091111111111104,0.40388888888888913,148,2018-06-09T10:10:35Z,50.359444444444385,1.49666666666667,240
BAW429,GEUUX,EHAM,EGLL,2018-06-09T09:34:00Z,2018-06-09T09:41:00Z,2018-06-09T09:30:00Z,IFR,A320,MJ,09L,509,ARR,219134924,2018-06-09T09:09:17Z,51.680277777777796,0.5636111111111111,118,2018-06-09T08:58:43Z,51.788333333333306,2.1802777777777806,240
IBE31FP,ECILS,LEMD,EGLL,2018-06-09T09:18:00Z,2018-06-09T09:26:00Z,2018-06-09T09:30:00Z,IFR,A320,MJ,09L,517,ARR,219133008,2018-06-09T08:53:43Z,50.9227777777778,-1.04861111111111,159,2018-06-09T08:43:58Z,50.001388888888904,-1.6811111111111101,303
AAL104,N721AN,KJFK,EGLL,2018-06-09T09:07:00Z,2018-06-09T09:13:00Z,2018-06-09T09:30:00Z,IFR,B77W,H,09L,334,ARR,219126992,2018-06-09T08:44:49Z,51.6608333333333,-1.4947222222222198,140,2018-06-09T08:34:20Z,51.715,-3.11861111111111,271
UAL924,N27903,KIAD,EGLL,2018-06-09T09:14:00Z,2018-06-09T09:18:00Z,2018-06-09T09:30:00Z,IFR,B788,H,09L,249,ARR,219126944,2018-06-09T08:48:55Z,51.3727777777778,-1.5163888888888901,142,2018-06-09T08:38:34Z,51.58666666666669,-3.1272222222222203,308
VIR2R,GVLUV,KEWR,EGLL,2018-06-09T09:06:00Z,2018-06-09T09:26:00Z,2018-06-09T09:35:00Z,IFR,A333,H,09L,326,ARR,219127016,2018-06-09T08:41:31Z,51.4597222222222,-1.53111111111111,141,2018-06-09T08:31:07Z,51.58916666666669,-3.13138888888889,266
BEE6KA,GPRPM,EGPH,EGLL,2018-06-09T09:40:00Z,2018-06-09T09:47:00Z,2018-06-09T09:35:00Z,IFR,DH8D,MT,09L,253R,ARR,219134528,2018-06-09T09:17:47Z,51.8952777777778,-1.29777777777778,155,2018-06-09T09:06:01Z,52.8133333333333,-2.07611111111111,250
BAW38DB,GEUYJ,EIDW,EGLL,2018-06-09T09:29:00Z,2018-06-09T09:41:00Z,2018-06-09T09:35:00Z,IFR,A320,MJ,09L,523,ARR,219134927,2018-06-09T08:58:01Z,51.9336111111111,-1.24555555555556,155,2018-06-09T08:47:13Z,52.8127777777778,-2.07722222222222,270
BAW3C,GBYGC,KIAD,EGLL,2018-06-09T09:30:00Z,2018-06-09T09:39:00Z,2018-06-09T09:35:00Z,IFR,B744,H,09L,536,ARR,219126971,2018-06-09T09:00:49Z,51.45305555555559,-1.5280555555555602,159,2018-06-09T08:50:30Z,51.6122222222222,-3.125,290
BAW166,GRAES,LLBG,EGLL,2018-06-09T09:04:00Z,2018-06-09T09:21:00Z,2018-06-09T09:35:00Z,IFR,B772,H,09L,564,ARR,219128155,2018-06-09T08:44:37Z,51.70666666666669,0.5480555555555561,128,2018-06-09T08:34:23Z,51.6158333333333,2.2161111111111103,308
BAW24R,GXLEA,KORD,EGLL,2018-06-09T11:10:00Z,2018-06-09T11:17:00Z,2018-06-09T09:40:00Z,IFR,A388,H,09L,562,ARR,219127467,2018-06-09T10:54:07Z,51.34166666666668,-1.50555555555556,140,2018-06-09T10:43:19Z,51.5852777777778,-3.1261111111111104,283
DLH6RK,DAISZ,EDDF,EGLL,2018-06-09T09:46:00Z,2018-06-09T09:53:00Z,2018-06-09T09:40:00Z,IFR,A321,MJ,09L,225,ARR,219134613,2018-06-09T09:23:54Z,51.67944444444439,0.562222222222222,139,2018-06-09T09:13:25Z,51.6138888888889,2.2161111111111103,306
SHT88F,GEUPY,EGAC,EGLL,2018-06-09T09:33:00Z,2018-06-09T09:42:00Z,2018-06-09T09:45:00Z,IFR,A319,MJ,09L,503,ARR,219135330,2018-06-09T09:08:27Z,51.943611111111096,-1.23083333333333,141,2018-06-09T08:57:30Z,52.81361111111109,-2.0775,309
KLM1009,PHBXT,EHAM,EGLL,2018-06-09T09:39:00Z,2018-06-09T09:49:00Z,2018-06-09T09:45:00Z,IFR,B739,MJ,09L,408,ARR,219135254,2018-06-09T09:13:24Z,51.69833333333331,0.5538888888888891,131,2018-06-09T09:02:39Z,51.78444444444439,2.18305555555556,234
DAL402,N861NW,KJFK,EGLL,2018-06-09T10:52:00Z,2018-06-09T11:00:00Z,2018-06-09T09:50:00Z,IFR,A332,H,09L,319,ARR,219127703,2018-06-09T10:29:55Z,51.3661111111111,-1.51277777777778,141,2018-06-09T10:21:21Z,51.55416666666669,-3.1283333333333303,271
AFL2576,VQBKU,UUEE,EGLL,2018-06-09T09:43:00Z,2018-06-09T09:55:00Z,2018-06-09T09:55:00Z,IFR,A320,MJ,09L,421,ARR,219130923,2018-06-09T09:20:37Z,51.6805555555556,0.561666666666667,132,2018-06-09T09:10:48Z,51.7852777777778,2.18,305
SHT3R,GMEDM,EGCC,EGLL,2018-06-09T09:38:00Z,2018-06-09T09:46:00Z,2018-06-09T09:55:00Z,IFR,A321,MJ,09L,506,ARR,219136270,2018-06-09T09:16:36Z,51.985,-1.15833333333333,152,2018-06-09T09:05:13Z,52.8611111111111,-1.96861111111111,188
BAW71F,GBYGB,KSFO,EGLL,2018-06-09T09:51:00Z,2018-06-09T10:07:00Z,2018-06-09T09:55:00Z,IFR,B744,H,09L,543,ARR,219125991,2018-06-09T09:29:22Z,51.985277777777796,-1.1600000000000001,157,2018-06-09T09:18:35Z,52.815277777777794,-2.07916666666667,307
BAW725,GEUUR,LSGG,EGLL,2018-06-09T09:42:00Z,2018-06-09T10:04:00Z,2018-06-09T10:00:00Z,IFR,A320,MJ,09L,522,ARR,219135075,2018-06-09T09:19:41Z,51.091111111111104,0.40472222222222204,149,2018-06-09T09:10:53Z,50.38416666666669,1.53222222222222,335
BAW307,GEUPG,LFPG,EGLL,2018-06-09T09:59:00Z,2018-06-09T10:04:00Z,2018-06-09T10:00:00Z,IFR,A319,MJ,09L,508,ARR,219136306,2018-06-09T09:38:34Z,51.091111111111104,0.403055555555556,149,2018-06-09T09:30:20Z,50.3188888888889,1.4344444444444397,240
BAW7LX,GEUUN,ELLX,EGLL,2018-06-09T09:35:00Z,2018-06-09T09:41:00Z,2018-06-09T10:00:00Z,IFR,A320,MJ,09L,309,ARR,219135763,2018-06-09T09:12:21Z,51.090555555555504,0.40166666666666706,149,2018-06-09T09:02:47Z,50.4411111111111,1.60472222222222,298
DAL32,N855NW,KATL,EGLL,2018-06-09T09:53:00Z,2018-06-09T10:09:00Z,2018-06-09T10:05:00Z,IFR,A332,H,09L,316,ARR,219126784,2018-06-09T09:29:25Z,51.3655555555556,-1.5116666666666698,140,2018-06-09T09:18:27Z,51.5733333333333,-3.12694444444444,252
AAL732,N274AY,KCLT,EGLL,2018-06-09T10:02:00Z,2018-06-09T10:24:00Z,2018-06-09T10:05:00Z,IFR,A333,H,09L,353,ARR,219126914,2018-06-09T09:42:31Z,51.3661111111111,-1.5144444444444398,139,2018-06-09T09:33:41Z,51.635555555555506,-3.12305555555556,281
ACA854,CFRSA,CYVR,EGLL,2018-06-09T10:00:00Z,2018-06-09T10:08:00Z,2018-06-09T10:05:00Z,IFR,B789,H,09L,236,ARR,219126418,2018-06-09T09:34:37Z,52.0258333333333,-1.07416666666667,157,2018-06-09T09:24:31Z,52.814722222222194,-2.07916666666667,318
BAW18A,GVIIH,KJFK,EGLL,2018-06-09T09:50:00Z,2018-06-09T09:58:00Z,2018-06-09T10:05:00Z,IFR,B772,H,09L,572,ARR,219127249,2018-06-09T09:27:20Z,51.366388888888906,-1.5125,140,2018-06-09T09:16:35Z,51.5880555555555,-3.12444444444444,292
EIN158,EIDVM,EIDW,EGLL,2018-06-09T09:48:00Z,2018-06-09T09:55:00Z,2018-06-09T10:10:00Z,IFR,A320,MJ,09L,221R,ARR,219136055,2018-06-09T09:24:36Z,51.995000000000005,-1.1405555555555602,150,2018-06-09T09:12:54Z,52.818611111111096,-2.07138888888889,304
BAW290,GCIVM,KPHX,EGLL,2018-06-09T10:12:00Z,2018-06-09T10:16:00Z,2018-06-09T10:10:00Z,IFR,B744,H,09L,357,ARR,219126254,2018-06-09T09:57:13Z,51.9647222222222,-1.195,150,2018-06-09T09:47:05Z,52.7830555555555,-2.1436111111111105,304
DAL36,N176DN,KPDX,EGLL,2018-06-09T12:35:00Z,2018-06-09T12:41:00Z,2018-06-09T10:10:00Z,IFR,B763,H,09L,318,ARR,219126195,2018-06-09T12:04:19Z,51.3658333333333,-1.5119444444444397,140,2018-06-09T11:53:42Z,51.586388888888905,-3.12638888888889,301
BAW711,GEUPE,LSZH,EGLL,2018-06-09T09:44:00Z,2018-06-09T09:53:00Z,2018-06-09T10:10:00Z,IFR,A319,MJ,09L,521,ARR,219135217,2018-06-09T09:23:31Z,51.1797222222222,0.488333333333333,150,2018-06-09T09:14:40Z,50.3783333333333,1.5225,332
MEA201,ODMEC,OLBA,EGLL,2018-06-09T10:05:00Z,2018-06-09T10:11:00Z,2018-06-09T10:15:00Z,IFR,A332,H,09L,330,ARR,219129818,2018-06-09T09:46:28Z,51.62250000000001,0.586388888888889,124,2018-06-09T09:37:05Z,51.6022222222222,2.21305555555556,309
AEE6AV,SXDVZ,LGAV,EGLL,2018-06-09T10:04:00Z,2018-06-09T10:10:00Z,2018-06-09T10:15:00Z,IFR,A321,MJ,09L,224,ARR,219131545,2018-06-09T09:44:55Z,51.0902777777778,0.40388888888888913,161,2018-06-09T09:35:21Z,50.414444444444385,1.57277777777778,334
UAL938,N642UA,KORD,EGLL,2018-06-09T09:55:00Z,2018-06-09T10:01:00Z,2018-06-09T10:20:00Z,IFR,B763,H,09L,246,ARR,219126933,2018-06-09T09:33:13Z,51.3655555555556,-1.5133333333333299,140,2018-06-09T09:22:40Z,51.5875,-3.1261111111111104,278
SAS51M,EISIB,EKCH,EGLL,2018-06-09T10:15:00Z,2018-06-09T10:23:00Z,2018-06-09T10:25:00Z,IFR,A320,MJ,09L,226,ARR,219135581,2018-06-09T09:57:31Z,51.6797222222222,0.562777777777778,118,2018-06-09T09:48:42Z,51.8280555555556,2.16666666666667,336
SWR34E,HBIPT,LSZH,EGLL,2018-06-09T10:08:00Z,2018-06-09T10:34:00Z,2018-06-09T10:25:00Z,IFR,A319,MJ,09L,223,ARR,219135719,2018-06-09T09:48:25Z,51.0908333333333,0.40472222222222204,150,2018-06-09T09:38:44Z,50.385,1.53111111111111,331
BAW937,GEUPD,EDDL,EGLL,2018-06-09T09:48:00Z,2018-06-09T09:57:00Z,2018-06-09T10:25:00Z,IFR,A319,MJ,09L,520,ARR,219136387,2018-06-09T09:27:27Z,51.639166666666696,0.5805555555555549,127,2018-06-09T09:16:00Z,51.6377777777778,2.21055555555556,305
BAW965,GEUUH,EDDH,EGLL,2018-06-09T09:58:00Z,2018-06-09T10:03:00Z,2018-06-09T10:25:00Z,IFR,A320,MJ,09L,513,ARR,219135859,2018-06-09T09:36:43Z,51.70888888888891,0.5469444444444441,126,2018-06-09T09:26:54Z,51.811944444444386,2.17222222222222,316
BAW23T,GVIIF,KATL,EGLL,2018-06-09T10:29:00Z,2018-06-09T10:39:00Z,2018-06-09T10:25:00Z,IFR,B772,H,09L,553,ARR,219126942,2018-06-09T10:08:07Z,51.367222222222196,-1.51388888888889,141,2018-06-09T09:57:48Z,51.4986111111111,-3.1319444444444398,292
EWG6GC,DABHA,EDDL,EGLL,2018-06-09T10:18:00Z,2018-06-09T10:25:00Z,2018-06-09T10:30:00Z,IFR,A320,MJ,09L,216,ARR,219136512,2018-06-09T09:59:31Z,51.69138888888891,0.555277777777778,113,2018-06-09T09:49:53Z,51.85722222222219,2.15555555555556,283
AIC131,VTANJ,VABB,EGLL,2018-06-09T12:49:00Z,2018-06-09T12:57:00Z,2018-06-09T10:30:00Z,IFR,B788,H,09L,238,ARR,219127284,2018-06-09T12:19:36Z,51.6797222222222,0.563333333333333,140,2018-06-09T12:08:27Z,51.79111111111111,2.17833333333333,312
UAL5,N76021,KIAH,EGLL,2018-06-09T10:11:00Z,2018-06-09T10:14:00Z,2018-06-09T10:35:00Z,IFR,B772,H,09L,231,ARR,219126595,2018-06-09T09:53:19Z,51.42166666666669,-1.5247222222222199,140,2018-06-09T09:43:58Z,51.5880555555555,-3.127777777777781,273
BAW473,GEUUI,LEBL,EGLL,2018-06-09T10:14:00Z,2018-06-09T10:36:00Z,2018-06-09T10:35:00Z,IFR,A320,MJ,09L,311,ARR,219135068,2018-06-09T09:55:46Z,50.9205555555556,-1.04305555555556,146,2018-06-09T09:47:09Z,49.95305555555559,-1.52,308
BAW17V,GCIVB,KDEN,EGLL,2018-06-09T10:21:00Z,2018-06-09T10:47:00Z,2018-06-09T10:35:00Z,IFR,B744,H,09L,301,ARR,219126681,2018-06-09T10:02:31Z,51.9780555555555,-1.1719444444444398,157,2018-06-09T09:52:38Z,52.7880555555556,-2.13472222222222,308
BAW393B,GEUPM,EBBR,EGLL,2018-06-09T10:09:00Z,2018-06-09T10:18:00Z,2018-06-09T10:35:00Z,IFR,A319,MJ,09L,519,ARR,219137371,2018-06-09T09:53:53Z,51.676944444444395,0.563333333333333,125,2018-06-09T09:43:35Z,51.6138888888889,2.2161111111111103,240
BAW146,GEUUD,OJAI,EGLL,2018-06-09T10:07:00Z,2018-06-09T10:20:00Z,2018-06-09T10:40:00Z,IFR,A320,MJ,09L,546L,ARR,219129350,2018-06-09T09:49:05Z,51.61194444444439,0.5905555555555559,132,2018-06-09T09:40:29Z,51.52138888888891,2.21833333333333,346
BAW196E,GYMMI,KIAH,EGLL,2018-06-09T12:57:00Z,2018-06-09T13:07:00Z,2018-06-09T10:40:00Z,IFR,B772,H,09L,534,ARR,219127513,2018-06-09T12:31:08Z,51.3658333333333,-1.51138888888889,139,2018-06-09T12:20:32Z,51.5902777777778,-3.125,268
BAW949L,GEUUW,EDDM,EGLL,2018-06-09T10:23:00Z,2018-06-09T10:37:00Z,2018-06-09T10:40:00Z,IFR,A320,MJ,09L,515,ARR,219135968,2018-06-09T10:02:07Z,51.6822222222222,0.560555555555555,116,2018-06-09T09:52:27Z,51.7272222222222,2.1944444444444398,309
BAW903U,GBZHC,EDDF,EGLL,2018-06-09T10:36:00Z,2018-06-09T10:51:00Z,2018-06-09T10:45:00Z,IFR,B763,H,09L,512,ARR,219136515,2018-06-09T10:21:07Z,51.6830555555555,0.560555555555555,127,2018-06-09T10:11:32Z,51.612500000000004,2.2177777777777807,320
SHT13H,GEUXL,EGNT,EGLL,2018-06-09T10:27:00Z,2018-06-09T10:34:00Z,2018-06-09T10:45:00Z,IFR,A321,MJ,09L,502,ARR,219137463,2018-06-09T10:08:45Z,51.9272222222222,-1.25611111111111,151,2018-06-09T09:58:37Z,52.803055555555595,-2.10083333333333,270
ANZ2,ZKOKN,KLAX,EGLL,2018-06-09T10:42:00Z,2018-06-09T10:47:00Z,2018-06-09T10:45:00Z,IFR,B77W,H,09L,232,ARR,219126226,2018-06-09T10:27:43Z,51.3661111111111,-1.5125,140,2018-06-09T10:18:31Z,51.587777777777795,-3.12555555555556,294
ICE450,TFISJ,BIKF,EGLL,2018-06-09T10:45:00Z,2018-06-09T10:50:00Z,2018-06-09T10:45:00Z,IFR,B752,MJ,09L,248,ARR,219133992,2018-06-09T10:30:40Z,52.02888888888891,-1.065,154,2018-06-09T10:21:53Z,52.87194444444439,-1.9419444444444396,327
ACA858,CFRAM,CYYZ,EGLL,2018-06-09T10:24:00Z,2018-06-09T10:40:00Z,2018-06-09T10:50:00Z,IFR,B77W,H,09L,242,ARR,219127704,2018-06-09T10:04:55Z,51.3661111111111,-1.51388888888889,141,2018-06-09T09:56:12Z,51.6038888888889,-3.12555555555556,313
AUA453X,OELXA,LOWW,EGLL,2018-06-09T11:03:00Z,2018-06-09T11:15:00Z,2018-06-09T10:50:00Z,IFR,A320,MJ,09L,220,ARR,219135359,2018-06-09T10:43:55Z,51.6430555555555,0.5788888888888891,134,2018-06-09T10:34:06Z,51.6861111111111,2.2025,295
BAW36,GZBJH,VOMM,EGLL,2018-06-09T10:19:00Z,2018-06-09T10:32:00Z,2018-06-09T10:50:00Z,IFR,B788,H,09L,538,ARR,219126156,2018-06-09T10:00:37Z,51.6558333333333,0.5738888888888891,123,2018-06-09T09:50:47Z,51.7558333333333,2.18583333333333,278
BAW977,GEUOB,EDDV,EGLL,2018-06-09T10:34:00Z,2018-06-09T10:46:00Z,2018-06-09T10:55:00Z,IFR,A319,MJ,09L,544L,ARR,219137164,2018-06-09T10:18:19Z,51.680277777777796,0.5625,127,2018-06-09T10:08:08Z,51.8058333333333,2.1747222222222202,291
BAW431,GEUXC,EHAM,EGLL,2018-06-09T11:04:00Z,2018-06-09T11:14:00Z,2018-06-09T10:55:00Z,IFR,A321,MJ,09L,517,ARR,219137840,2018-06-09T10:45:25Z,51.68694444444439,0.5591666666666669,139,2018-06-09T10:34:57Z,51.8022222222222,2.17611111111111,240
BAW813,GEUPL,EKCH,EGLL,2018-06-09T10:28:00Z,2018-06-09T10:35:00Z,2018-06-09T10:55:00Z,IFR,A319,MJ,09L,511,ARR,219136382,2018-06-09T10:10:07Z,51.68,0.562777777777778,128,2018-06-09T10:00:24Z,51.8138888888889,2.17083333333333,315
BAW252M,GYMMA,MYNN,EGLL,2018-06-09T10:25:00Z,2018-06-09T10:33:00Z,2018-06-09T10:55:00Z,IFR,B772,H,09L,575,ARR,219126957,2018-06-09T10:07:49Z,50.930277777777796,-1.0675,134,2018-06-09T09:57:36Z,50.6480555555556,-2.747777777777781,298
BCS6768,DAEAG,EDDP,EGLL,2018-06-09T11:11:00Z,2018-06-09T11:32:00Z,2018-06-09T11:00:00Z,IFR,A306,H,09L,616,ARR,219138056,2018-06-09T10:48:07Z,51.68,0.561666666666667,141,2018-06-09T10:38:24Z,51.7827777777778,2.1802777777777806,279
QTR007,A7ALY,OTHH,EGLL,2018-06-09T10:48:00Z,2018-06-09T11:03:00Z,2018-06-09T11:00:00Z,IFR,A359,H,09L,406,ARR,219127608,2018-06-09T10:29:55Z,51.6797222222222,0.562777777777778,139,2018-06-09T10:19:49Z,51.7977777777778,2.17666666666667,288
AFL2578,VQBCU,UUEE,EGLL,2018-06-09T10:50:00Z,2018-06-09T11:05:00Z,2018-06-09T11:05:00Z,IFR,A333,H,09L,414,ARR,219132721,2018-06-09T10:32:01Z,51.68,0.563333333333333,138,2018-06-09T10:21:52Z,51.7833333333333,2.18166666666667,332
BAW250,GZBKD,SCEL,EGLL,2018-06-09T10:31:00Z,2018-06-09T10:54:00Z,2018-06-09T11:05:00Z,IFR,B789,H,09L,537,ARR,219124412,2018-06-09T10:11:07Z,50.89944444444439,-0.987777777777778,138,2018-06-09T09:59:48Z,50.6402777777778,-2.7375000000000003,295
AAL98,N810AN,KORD,EGLL,2018-06-09T10:57:00Z,2018-06-09T11:00:00Z,2018-06-09T11:05:00Z,IFR,B788,H,09L,328,ARR,219127462,2018-06-09T10:34:30Z,51.3563888888889,-1.51,141,2018-06-09T10:26:24Z,51.587222222222195,-3.12583333333333,255
VIR20V,GVBZZ,KSFO,EGLL,2018-06-09T11:07:00Z,2018-06-09T11:15:00Z,2018-06-09T11:05:00Z,IFR,B789,H,09L,591,ARR,219126433,2018-06-09T10:44:28Z,51.995555555555505,-1.1380555555555603,158,2018-06-09T10:33:56Z,52.81027777777779,-2.08888888888889,312
BAW154,GZBJA,HECA,EGLL,2018-06-09T11:00:00Z,2018-06-09T11:09:00Z,2018-06-09T11:10:00Z,IFR,B788,H,09L,552,ARR,219131189,2018-06-09T10:40:00Z,51.0908333333333,0.405,148,2018-06-09T10:30:28Z,50.383611111111094,1.5319444444444397,313
