FLTID,REG,ADEP,ADES,ATOT,AOBT,SOBT,FLTRUL,TYPE,WTC,RWY,STND,SRC_PHASE,SAM_ID,C40_CROSS_TIME,C40_CROSS_LAT,C40_CROSS_LON,C40_CROSS_FL,C100_CROSS_TIME,C100_CROSS_LAT,C100_CROSS_LON,C100_CROSS_FL
VIR41R,GVBUG,EGLL,KSFO,2018-06-10T12:25:00Z,2018-06-10T12:06:00Z,2018-06-10T12:10:00Z,IFR,A346,H,09R,319,DEP,219171809,2018-06-10T12:35:18Z,52.142500000000005,-0.42500000000000004,140,2018-06-10T12:44:32Z,53.06194444444439,-1.30388888888889,281
BAW04A,GCIVT,EGLL,KJFK,2018-06-10T12:29:00Z,2018-06-10T12:09:00Z,2018-06-10T12:10:00Z,IFR,B744,H,09R,557,DEP,219171873,2018-06-10T12:38:58Z,51.59166666666669,-1.51555555555556,191,2018-06-10T12:46:52Z,51.8655555555556,-3.07,300
QFA10,VHZNB,EGLL,APPH,2018-06-10T12:56:00Z,2018-06-10T12:38:00Z,2018-06-10T12:15:00Z,IFR,B789,H,09R,301,DEP,219172030,2018-06-10T13:04:48Z,51.309999999999995,0.571111111111111,81,2018-06-10T13:13:13Z,51.06944444444439,2.11722222222222,223
AIC130,VTANJ,EGLL,VABB,2018-06-10T13:10:00Z,2018-06-10T12:45:00Z,2018-06-10T12:15:00Z,IFR,B788,H,09R,242,DEP,219171908,2018-06-10T13:19:11Z,51.275555555555506,0.555277777777778,166,2018-06-10T13:27:10Z,51.1,2.1302777777777804,299
SHT12G,GEUUY,EGLL,EGNT,2018-06-10T13:09:00Z,2018-06-10T12:55:00Z,2018-06-10T12:20:00Z,IFR,A320,MJ,09R,522,DEP,219173135,2018-06-10T13:19:12Z,52.1436111111111,-0.445,164,2018-06-10T13:28:14Z,53.095000000000006,-1.115,220
SHT6R,GEUXF,EGLL,EGPF,2018-06-10T12:45:00Z,2018-06-10T12:29:00Z,2018-06-10T12:20:00Z,IFR,A321,MJ,09R,523,DEP,219172071,2018-06-10T12:54:57Z,52.1411111111111,-0.5594444444444441,195,2018-06-10T13:03:23Z,53.0377777777778,-1.4172222222222197,315
BAW84DW,GEUOB,EGLL,EIDW,2018-06-10T12:34:00Z,2018-06-10T12:18:00Z,2018-06-10T12:20:00Z,IFR,A319,MJ,09R,511,DEP,219172069,2018-06-10T12:44:32Z,51.5180555555555,-1.5280555555555602,150,2018-06-10T12:53:38Z,51.9883333333333,-3.01416666666667,300
BAW780F,GBZHC,EGLL,ESSA,2018-06-10T12:43:00Z,2018-06-10T12:28:00Z,2018-06-10T12:20:00Z,IFR,B763,H,09R,508,DEP,219172106,2018-06-10T12:52:04Z,51.85722222222219,0.420833333333333,169,2018-06-10T12:59:53Z,52.22166666666669,1.95388888888889,336
BAW460M,GVIIC,EGLL,LEMD,2018-06-10T12:39:00Z,2018-06-10T12:16:00Z,2018-06-10T12:20:00Z,IFR,B772,H,09R,566,DEP,219172157,2018-06-10T12:49:51Z,51.041666666666686,-1.26416666666667,186,2018-06-10T12:59:01Z,50.1722222222222,-2.10305555555556,350
BAW766,GEUPP,EGLL,ENGM,2018-06-10T14:02:00Z,2018-06-10T13:43:00Z,2018-06-10T12:25:00Z,IFR,A319,MJ,09R,564,DEP,219174567,2018-06-10T14:11:43Z,51.8930555555555,0.37833333333333297,163,2018-06-10T14:20:05Z,52.4622222222222,1.71805555555556,305
AFL2579,VQBBE,EGLL,UUEE,2018-06-10T12:40:00Z,2018-06-10T12:22:00Z,2018-06-10T12:25:00Z,IFR,A332,H,09R,414,DEP,219172214,2018-06-10T12:49:01Z,51.83444444444439,0.44583333333333297,179,2018-06-10T12:56:59Z,52.12611111111111,2.02166666666667,328
BAW648,GEUYA,EGLL,LGKR,2018-06-10T12:51:00Z,2018-06-10T12:37:00Z,2018-06-10T12:25:00Z,IFR,A320,MJ,09R,520,DEP,219172245,2018-06-10T13:00:09Z,50.8127777777778,-0.3888888888888891,178,2018-06-10T13:08:55Z,49.9247222222222,0.47944444444444406,290
EIN16C,EIDEL,EGLL,EIDW,2018-06-10T12:33:00Z,2018-06-10T12:16:00Z,2018-06-10T12:25:00Z,IFR,A320,MJ,09R,221L,DEP,219172294,2018-06-10T12:43:53Z,52.1422222222222,-0.5172222222222219,143,2018-06-10T12:52:55Z,53.0586111111111,-1.31777777777778,291
BAW87PC,GEUUJ,EGLL,LICJ,2018-06-10T12:53:00Z,2018-06-10T12:35:00Z,2018-06-10T12:25:00Z,IFR,A320,MJ,09R,303R,DEP,219172219,2018-06-10T13:02:17Z,50.8163888888889,-0.32944444444444404,162,2018-06-10T13:11:13Z,49.9658333333333,0.633055555555555,289
VIR153,GVINE,EGLL,KJFK,2018-06-10T12:47:00Z,2018-06-10T12:28:00Z,2018-06-10T12:30:00Z,IFR,A333,H,09R,326,DEP,219172488,2018-06-10T12:57:47Z,51.5775,-1.51888888888889,157,2018-06-10T13:06:28Z,51.83916666666669,-3.0794444444444395,260
DLH1U,DAINF,EGLL,EDDF,2018-06-10T13:45:00Z,2018-06-10T13:23:00Z,2018-06-10T12:30:00Z,IFR,A320,MJ,09R,216,DEP,219172409,2018-06-10T13:53:32Z,51.38722222222219,0.598055555555555,194,2018-06-10T14:01:10Z,51.23555555555551,2.1777777777777807,304
BAW396,GEUPF,EGLL,EBBR,2018-06-10T12:54:00Z,2018-06-10T12:41:00Z,2018-06-10T12:30:00Z,IFR,A319,MJ,09R,535,DEP,219172397,2018-06-10T13:03:16Z,51.310555555555595,0.571111111111111,114,2018-06-10T13:12:37Z,51.180277777777796,2.1575,190
ASL42J,YUAPB,EGLL,LYBE,2018-06-10T13:16:00Z,2018-06-10T13:04:00Z,2018-06-10T12:30:00Z,IFR,A319,MJ,09R,419,DEP,219172478,2018-06-10T13:24:53Z,51.31027777777779,0.571666666666667,195,2018-06-10T13:33:08Z,51.1775,2.1577777777777807,318
BAW314,GEUPJ,EGLL,LFPG,2018-06-10T12:49:00Z,2018-06-10T12:31:00Z,2018-06-10T12:30:00Z,IFR,A319,MJ,09R,501,DEP,219172405,2018-06-10T12:58:30Z,50.8622222222222,-0.05611111111111111,204,2018-06-10T13:08:04Z,50.0505555555555,0.8916666666666669,250
BAW15PZ,GEUPK,EGLL,LIPZ,2018-06-10T13:28:00Z,2018-06-10T12:45:00Z,2018-06-10T12:35:00Z,IFR,A319,MJ,09R,506,DEP,219172562,2018-06-10T13:36:50Z,51.3561111111111,0.588888888888889,157,2018-06-10T13:45:18Z,51.04,2.10888888888889,308
FIN7AM,OHLVI,EGLL,EFHK,2018-06-10T12:50:00Z,2018-06-10T12:33:00Z,2018-06-10T12:35:00Z,IFR,A319,MJ,09R,335,DEP,219172611,2018-06-10T12:59:48Z,51.853333333333296,0.426111111111111,150,2018-06-10T13:08:16Z,52.294444444444395,1.89166666666667,295
UAL4,N76021,EGLL,KIAH,2018-06-10T13:01:00Z,2018-06-10T12:41:00Z,2018-06-10T12:40:00Z,IFR,B772,H,09R,232,DEP,219172731,2018-06-10T13:11:22Z,51.5805555555555,-1.51888888888889,156,2018-06-10T13:19:40Z,51.9208333333333,-3.047777777777781,276
AZA211,EIDTH,EGLL,LIRF,2018-06-10T12:59:00Z,2018-06-10T12:45:00Z,2018-06-10T12:40:00Z,IFR,A320,MJ,09R,421,DEP,219172739,2018-06-10T13:08:02Z,50.839999999999996,-0.15138888888888902,195,2018-06-10T13:16:38Z,49.9727777777778,0.6594444444444441,328
BAW169,GYMMG,EGLL,ZSPD,2018-06-10T13:00:00Z,2018-06-10T12:45:00Z,2018-06-10T12:40:00Z,IFR,B772,H,09R,567,DEP,219172757,2018-06-10T13:10:13Z,51.8652777777778,0.413055555555556,122,2018-06-10T13:18:32Z,52.1583333333333,2.00138888888889,259
BAW263,GVIID,EGLL,OERK,2018-06-10T13:22:00Z,2018-06-10T12:46:00Z,2018-06-10T12:45:00Z,IFR,B772,H,09R,556,DEP,219172905,2018-06-10T13:31:15Z,51.307222222222194,0.570555555555555,117,2018-06-10T13:39:53Z,51.1436111111111,2.147777777777781,279
SWR30K,HBIPX,EGLL,LSZH,2018-06-10T14:03:00Z,2018-06-10T13:40:00Z,2018-06-10T12:45:00Z,IFR,A319,MJ,09R,217,DEP,219172824,2018-06-10T14:12:39Z,51.29833333333331,0.5675,111,2018-06-10T14:21:39Z,51.078888888888905,2.1227777777777805,289
TAP359A,CSTNN,EGLL,LPPT,2018-06-10T13:48:00Z,2018-06-10T13:31:00Z,2018-06-10T12:45:00Z,IFR,A320,MJ,09R,220,DEP,219174059,2018-06-10T13:58:19Z,51.00416666666669,-1.20805555555556,188,2018-06-10T14:06:59Z,50.208611111111104,-2.16805555555556,320
EIN715,EICVC,EGLL,EICK,2018-06-10T12:55:00Z,2018-06-10T12:39:00Z,2018-06-10T12:50:00Z,IFR,A320,MJ,09R,221R,DEP,219173017,2018-06-10T13:04:44Z,51.5647222222222,-1.52111111111111,168,2018-06-10T13:13:35Z,51.8011111111111,-3.09138888888889,315
SAS532,EISIC,EGLL,ESSA,2018-06-10T13:19:00Z,2018-06-10T13:09:00Z,2018-06-10T12:50:00Z,IFR,A320,MJ,09R,226,DEP,219172958,2018-06-10T13:28:13Z,51.87194444444439,0.403611111111111,166,2018-06-10T13:36:54Z,52.203333333333305,1.96805555555556,315
BAW209,GCIVL,EGLL,KMIA,2018-06-10T13:04:00Z,2018-06-10T12:47:00Z,2018-06-10T12:55:00Z,IFR,B744,H,09R,305,DEP,219173157,2018-06-10T13:13:52Z,51.571388888888904,-1.52055555555556,166,2018-06-10T13:21:47Z,51.880555555555596,-3.06388888888889,281
BAW850T,GTTNC,EGLL,EPWA,2018-06-10T13:58:00Z,2018-06-10T13:39:00Z,2018-06-10T13:00:00Z,IFR,A320,MJ,09R,309,DEP,219174287,2018-06-10T14:07:49Z,51.8202777777778,0.46,168,2018-06-10T14:15:52Z,52.028055555555504,2.08305555555556,312
AAL733,N272AY,EGLL,KCLT,2018-06-10T13:12:00Z,2018-06-10T12:56:00Z,2018-06-10T13:00:00Z,IFR,A333,H,09R,325,DEP,219173302,2018-06-10T13:22:49Z,51.59555555555551,-1.51277777777778,139,2018-06-10T13:31:38Z,51.874444444444386,-3.06583333333333,256
SHT2V,GEUUX,EGLL,EGCC,2018-06-10T13:26:00Z,2018-06-10T13:12:00Z,2018-06-10T13:00:00Z,IFR,A320,MJ,09R,519,DEP,219173254,2018-06-10T13:36:59Z,52.128611111111105,-0.6905555555555549,165,2018-06-10T13:46:44Z,52.9911111111111,-1.60083333333333,133
AUA458R,OELXC,EGLL,LOWW,2018-06-10T05:52:00Z,2018-06-10T05:28:00Z,2018-06-10T05:00:00Z,IFR,A320,MJ,09R,233L,DEP,219159307,2018-06-10T06:00:23Z,51.330277777777795,0.579722222222222,170,2018-06-10T06:08:15Z,51.08666666666669,2.12694444444444,286
SWR345,HBJLT,EGLL,LSZH,2018-06-10T05:27:00Z,2018-06-10T05:13:00Z,2018-06-10T05:00:00Z,IFR,A320,MJ,09R,247R,DEP,219159399,2018-06-10T05:35:16Z,51.3713888888889,0.592777777777778,179,2018-06-10T05:43:38Z,51.11694444444439,2.13972222222222,303
TAP361,CSTQD,EGLL,LPPT,2018-06-10T05:50:00Z,2018-06-10T05:27:00Z,2018-06-10T05:00:00Z,IFR,A320,MJ,09R,247L,DEP,219159308,2018-06-10T06:01:06Z,51.047777777777796,-1.27277777777778,194,2018-06-10T06:10:29Z,50.1730555555555,-2.1027777777777805,342
BAW472,GEUUT,EGLL,LEBL,2018-06-10T05:24:00Z,2018-06-10T05:11:00Z,2018-06-10T05:15:00Z,IFR,A320,MJ,09R,311,DEP,219159745,2018-06-10T05:34:07Z,50.81722222222219,-0.322222222222222,159,2018-06-10T05:42:36Z,49.85083333333329,0.0966666666666667,287
AFR48QE,FGRHK,EGLL,LFPG,2018-06-10T05:36:00Z,2018-06-10T05:21:00Z,2018-06-10T05:20:00Z,IFR,A319,MJ,09R,423,DEP,219159836,2018-06-10T05:45:27Z,50.85444444444438,-0.085,197,2018-06-10T05:55:13Z,50.0333333333333,0.8458333333333331,222
BAW456,GBZHC,EGLL,LEMD,2018-06-10T05:48:00Z,2018-06-10T05:18:00Z,2018-06-10T05:20:00Z,IFR,B763,H,09R,548,DEP,219159920,2018-06-10T05:58:26Z,51.04,-1.26138888888889,180,2018-06-10T06:07:08Z,50.199722222222206,-2.155,350
KLM1000,PHBXK,EGLL,EHAM,2018-06-10T05:57:00Z,2018-06-10T05:42:00Z,2018-06-10T05:30:00Z,IFR,B738,MJ,09R,415,DEP,219160156,2018-06-10T06:06:32Z,51.85527777777779,0.42250000000000004,138,2018-06-10T06:15:10Z,52.149166666666694,2.0047222222222203,230
LOT286,SPLNA,EGLL,EPWA,2018-06-10T05:51:00Z,2018-06-10T05:30:00Z,2018-06-10T05:30:00Z,IFR,E190,MJ,09R,233R,DEP,219160114,2018-06-10T06:01:23Z,51.804444444444385,0.47472222222222205,167,2018-06-10T06:10:15Z,52.078888888888905,2.0522222222222197,299
DLH9H,DAIUM,EGLL,EDDF,2018-06-10T05:42:00Z,2018-06-10T05:29:00Z,2018-06-10T05:30:00Z,IFR,A320,MJ,09R,217,DEP,219160200,2018-06-10T05:51:13Z,51.831666666666685,0.4488888888888891,166,2018-06-10T05:59:14Z,52.0538888888889,2.0675000000000003,300
BAW41Y,GEUYU,EGLL,LFLL,2018-06-10T05:58:00Z,2018-06-10T05:32:00Z,2018-06-10T05:35:00Z,IFR,A320,MJ,09R,330,DEP,219160324,2018-06-10T06:07:45Z,50.8205555555556,-0.28444444444444406,193,2018-06-10T06:16:29Z,49.9497222222222,0.5791666666666669,290
EIN14Y,EIDEC,EGLL,EIDW,2018-06-10T05:45:00Z,2018-06-10T05:32:00Z,2018-06-10T05:40:00Z,IFR,A320,MJ,09R,221R,DEP,219160353,2018-06-10T05:54:39Z,51.63,-1.50305555555556,218,2018-06-10T06:03:17Z,52.0733333333333,-2.96972222222222,280
SAS1530,EISIC,EGLL,ESSA,2018-06-10T05:44:00Z,2018-06-10T05:32:00Z,2018-06-10T05:40:00Z,IFR,A320,MJ,09R,225,DEP,219160386,2018-06-10T05:53:36Z,51.873611111111096,0.40194444444444405,190,2018-06-10T06:02:09Z,52.22111111111111,1.95527777777778,350
AFR138X,FGRHV,EGLL,LFPG,2018-06-10T06:37:00Z,2018-06-10T06:18:00Z,2018-06-10T05:40:00Z,IFR,A319,MJ,09R,419,DEP,219160391,2018-06-10T06:47:27Z,50.858611111111095,-0.07194444444444441,186,2018-06-10T06:56:11Z,50.0461111111111,0.8783333333333331,233
BAW428,GEUXD,EGLL,EHAM,2018-06-10T05:59:00Z,2018-06-10T05:41:00Z,2018-06-10T05:40:00Z,IFR,A321,MJ,09R,566,DEP,219160414,2018-06-10T06:08:17Z,51.8277777777778,0.452222222222222,141,2018-06-10T06:16:57Z,52.0730555555555,2.05527777777778,230
BAW724,GEUPG,EGLL,LSGG,2018-06-10T05:54:00Z,2018-06-10T05:37:00Z,2018-06-10T05:45:00Z,IFR,A319,MJ,09R,552,DEP,219160483,2018-06-10T06:03:55Z,50.8297222222222,-0.212777777777778,209,2018-06-10T06:12:19Z,49.9855555555555,0.7005555555555549,350
BAW63GV,GEUYK,EGLL,LGAV,2018-06-10T06:10:00Z,2018-06-10T05:49:00Z,2018-06-10T05:45:00Z,IFR,A320,MJ,09R,545L,DEP,219160509,2018-06-10T06:18:46Z,50.8422222222222,-0.13972222222222203,178,2018-06-10T06:26:59Z,49.9427777777778,0.558333333333333,296
AZA229,EIIMR,EGLL,LIML,2018-06-10T06:00:00Z,2018-06-10T05:43:00Z,2018-06-10T05:45:00Z,IFR,A319,MJ,09R,420,DEP,219160500,2018-06-10T06:09:52Z,50.82694444444439,-0.2325,202,2018-06-10T06:18:27Z,49.949999999999996,0.58,338
BAW948M,GEUYR,EGLL,EDDM,2018-06-10T06:09:00Z,2018-06-10T05:50:00Z,2018-06-10T05:45:00Z,IFR,A320,MJ,09R,539,DEP,219160459,2018-06-10T06:16:42Z,51.4011111111111,0.5997222222222219,183,2018-06-10T06:24:08Z,51.223611111111104,2.1747222222222202,297
THY1988,TCJTP,EGLL,LTBA,2018-06-10T06:36:00Z,2018-06-10T06:16:00Z,2018-06-10T05:45:00Z,IFR,A321,MJ,09R,218R,DEP,219160449,2018-06-10T06:46:25Z,51.803055555555595,0.47694444444444406,155,2018-06-10T06:54:51Z,52.063888888888904,2.06138888888889,291
BEL2104,OOTCV,EGLL,EBBR,2018-06-10T06:03:00Z,2018-06-10T05:51:00Z,2018-06-10T05:50:00Z,IFR,A320,MJ,09R,223,DEP,219160608,2018-06-10T06:11:25Z,51.31416666666669,0.573333333333333,178,2018-06-10T06:19:59Z,51.151666666666685,2.15083333333333,230
BAW2KP,GEUYA,EGLL,LEIB,2018-06-10T06:02:00Z,2018-06-10T05:48:00Z,2018-06-10T05:50:00Z,IFR,A320,MJ,09R,546L,DEP,219160597,2018-06-10T06:11:46Z,50.8133333333333,-0.38194444444444403,152,2018-06-10T06:20:29Z,49.84694444444439,0.07111111111111111,284
BAW812,GEUYI,EGLL,EKCH,2018-06-10T06:04:00Z,2018-06-10T05:52:00Z,2018-06-10T05:55:00Z,IFR,A320,MJ,09R,523,DEP,219160718,2018-06-10T06:13:21Z,51.884444444444384,0.38916666666666705,198,2018-06-10T06:21:27Z,52.2458333333333,1.93555555555556,331
BAW84W,GEUPS,EGLL,EIDW,2018-06-10T06:58:00Z,2018-06-10T06:37:00Z,2018-06-10T06:00:00Z,IFR,A319,MJ,09R,511,DEP,219161797,2018-06-10T07:07:58Z,51.5597222222222,-1.52277777777778,216,2018-06-10T07:16:56Z,52.0127777777778,-3.00083333333333,300
BAW552,GEUUH,EGLL,LIRF,2018-06-10T06:33:00Z,2018-06-10T06:18:00Z,2018-06-10T06:00:00Z,IFR,A320,MJ,09R,544L,DEP,219160767,2018-06-10T06:41:51Z,50.8525,-0.0944444444444444,183,2018-06-10T06:50:06Z,49.954722222222195,0.598055555555555,299
BAW776F,GEUYV,EGLL,ESSA,2018-06-10T06:15:00Z,2018-06-10T06:01:00Z,2018-06-10T06:05:00Z,IFR,A320,MJ,09R,547L,DEP,219161000,2018-06-10T06:23:55Z,51.8097222222222,0.46972222222222204,169,2018-06-10T06:32:03Z,52.278055555555504,1.9038888888888899,302
BAW902N,GBNWX,EGLL,EDDF,2018-06-10T06:24:00Z,2018-06-10T06:04:00Z,2018-06-10T06:05:00Z,IFR,B763,H,09R,513,DEP,219160998,2018-06-10T06:33:16Z,51.38027777777779,0.595833333333333,151,2018-06-10T06:41:08Z,51.219166666666695,2.1727777777777804,337
BAW492U,GEUUP,EGLL,LXGB,2018-06-10T06:19:00Z,2018-06-10T06:04:00Z,2018-06-10T06:10:00Z,IFR,A320,MJ,09R,351,DEP,219161065,2018-06-10T06:29:16Z,51.023888888888905,-1.24055555555556,169,2018-06-10T06:37:47Z,50.1630555555556,-2.08305555555556,306
BAW96CX,GEUYL,EGLL,EDDH,2018-06-10T06:23:00Z,2018-06-10T06:09:00Z,2018-06-10T06:10:00Z,IFR,A320,MJ,09R,551,DEP,219161066,2018-06-10T06:32:31Z,51.83416666666669,0.44583333333333297,203,2018-06-10T06:40:37Z,52.080277777777795,2.0508333333333297,329
BAW8598,GEUPL,EGLL,LGKR,2018-06-10T07:02:00Z,2018-06-10T06:07:00Z,2018-06-10T06:10:00Z,IFR,A319,MJ,09R,576,DEP,219161079,2018-06-10T07:10:55Z,51.3725,0.5924999999999999,186,2018-06-10T07:19:08Z,51.148333333333305,2.15,307
BAW664,GEUYW,EGLL,LCLK,2018-06-10T06:34:00Z,2018-06-10T06:15:00Z,2018-06-10T06:15:00Z,IFR,A320,MJ,09R,507,DEP,219161141,2018-06-10T06:43:43Z,51.345,0.585833333333333,133,2018-06-10T06:52:20Z,51.190000000000005,2.1641666666666706,268
BAW71MA,GEUUW,EGLL,LEMD,2018-06-10T06:41:00Z,2018-06-10T06:26:00Z,2018-06-10T06:20:00Z,IFR,A320,MJ,09R,524,DEP,219161277,2018-06-10T06:51:41Z,51.02,-1.23305555555556,172,2018-06-10T07:00:34Z,50.0958333333333,-1.9338888888888899,309
BAW366,GEUUC,EGLL,LFML,2018-06-10T06:39:00Z,2018-06-10T06:20:00Z,2018-06-10T06:20:00Z,IFR,A320,MJ,09R,329,DEP,219161271,2018-06-10T06:48:42Z,50.817499999999995,-0.318055555555556,170,2018-06-10T06:57:08Z,49.851111111111095,0.09722222222222222,290
BAW696V,GEUUS,EGLL,LOWW,2018-06-10T06:52:00Z,2018-06-10T06:29:00Z,2018-06-10T06:25:00Z,IFR,A320,MJ,09R,328,DEP,219161418,2018-06-10T07:00:46Z,51.3686111111111,0.5933333333333329,158,2018-06-10T07:09:34Z,51.224444444444394,2.1747222222222202,287
BAW846W,GTTNA,EGLL,EPWA,2018-06-10T06:40:00Z,2018-06-10T06:22:00Z,2018-06-10T06:25:00Z,IFR,A320,MJ,09R,303R,DEP,219161445,2018-06-10T06:49:55Z,51.8927777777778,0.37916666666666704,156,2018-06-10T06:58:36Z,52.17416666666669,1.99138888888889,331
DLH6TN,DAIUS,EGLL,EDDM,2018-06-10T06:43:00Z,2018-06-10T06:28:00Z,2018-06-10T06:25:00Z,IFR,A320,MJ,09R,224,DEP,219161422,2018-06-10T06:52:20Z,51.381111111111096,0.595555555555556,144,2018-06-10T07:00:56Z,51.195277777777804,2.16555555555556,230
BAW790,GEUOG,EGLL,ESGG,2018-06-10T06:38:00Z,2018-06-10T06:19:00Z,2018-06-10T06:25:00Z,IFR,A319,MJ,09R,501,DEP,219161374,2018-06-10T06:47:31Z,51.87916666666669,0.39527777777777806,149,2018-06-10T06:56:38Z,52.2047222222222,1.9669444444444397,324
AZA201,EIDTK,EGLL,LIRF,2018-06-10T06:28:00Z,2018-06-10T06:16:00Z,2018-06-10T06:25:00Z,IFR,A320,MJ,09R,414,DEP,219161440,2018-06-10T06:36:41Z,50.839999999999996,-0.152777777777778,160,2018-06-10T06:44:47Z,49.916666666666686,0.4538888888888891,298
UAL123,N19136,EGLL,KIAD,2018-06-10T06:50:00Z,2018-06-10T06:29:00Z,2018-06-10T06:30:00Z,IFR,B752,MJ,09R,236,DEP,219161545,2018-06-10T07:00:39Z,51.59833333333331,-1.5125,154,2018-06-10T07:09:35Z,51.9272222222222,-3.04444444444444,285
DLH6U,DAINH,EGLL,EDDF,2018-06-10T06:55:00Z,2018-06-10T06:35:00Z,2018-06-10T06:30:00Z,IFR,A320,MJ,09R,216,DEP,219161518,2018-06-10T07:05:11Z,51.377222222222194,0.593611111111111,107,2018-06-10T07:13:35Z,51.10638888888891,2.135,287
BAW50PT,GTTNB,EGLL,LPPT,2018-06-10T06:47:00Z,2018-06-10T06:26:00Z,2018-06-10T06:30:00Z,IFR,A320,MJ,09R,305R,DEP,219161529,2018-06-10T06:57:57Z,50.98,-1.16777777777778,174,2018-06-10T07:06:50Z,50.160555555555504,-2.07527777777778,332
BAW854,GEUUJ,EGLL,LKPR,2018-06-10T06:49:00Z,2018-06-10T06:30:00Z,2018-06-10T06:30:00Z,IFR,A320,MJ,09R,303L,DEP,219161587,2018-06-10T06:57:03Z,51.3863888888889,0.5972222222222219,147,2018-06-10T07:04:57Z,51.208055555555504,2.16888888888889,251
BAW90AN,GEUUX,EGLL,LOWI,2018-06-10T07:18:00Z,2018-06-10T06:29:00Z,2018-06-10T06:30:00Z,IFR,A320,MJ,09R,545R,DEP,219161470,2018-06-10T07:26:47Z,51.374722222222196,0.593611111111111,175,2018-06-10T07:35:03Z,51.232222222222205,2.1752777777777803,295
BAW800,GEUUK,EGLL,BIKF,2018-06-10T07:01:00Z,2018-06-10T06:38:00Z,2018-06-10T06:35:00Z,IFR,A320,MJ,09R,546R,DEP,219161678,2018-06-10T07:11:50Z,52.1433333333333,-0.48472222222222205,187,2018-06-10T07:20:59Z,53.0513888888889,-1.3569444444444398,322
BAW8PW,GTTOE,EGLL,LEPA,2018-06-10T07:07:00Z,2018-06-10T06:47:00Z,2018-06-10T06:35:00Z,IFR,A320,MJ,09R,573,DEP,219162046,2018-06-10T07:16:59Z,50.8113888888889,-0.5002777777777779,171,2018-06-10T07:25:24Z,49.837777777777795,-0.0066666666666666706,274
BAW2DP,GEUPZ,EGLL,LFBO,2018-06-10T06:54:00Z,2018-06-10T06:34:00Z,2018-06-10T06:35:00Z,IFR,A319,MJ,09R,568,DEP,219161645,2018-06-10T07:03:35Z,50.81305555555559,-0.40166666666666706,184,2018-06-10T07:11:57Z,49.851944444444385,0.103333333333333,326
BAW936,GEUPH,EGLL,EDDL,2018-06-10T07:10:00Z,2018-06-10T06:45:00Z,2018-06-10T06:35:00Z,IFR,A319,MJ,09R,515,DEP,219161700,2018-06-10T07:18:47Z,51.8013888888889,0.47722222222222205,215,2018-06-10T07:26:50Z,52.040277777777796,2.0749999999999997,330
BAW564Y,GEUPP,EGLL,LIML,2018-06-10T06:45:00Z,2018-06-10T06:30:00Z,2018-06-10T06:35:00Z,IFR,A319,MJ,09R,521,DEP,219161690,2018-06-10T06:54:46Z,50.84777777777779,-0.11666666666666702,170,2018-06-10T07:03:08Z,49.9647222222222,0.6316666666666669,314
BAW918,GEUPE,EGLL,EDDS,2018-06-10T06:59:00Z,2018-06-10T06:36:00Z,2018-06-10T06:40:00Z,IFR,A319,MJ,09R,506,DEP,219161730,2018-06-10T07:08:09Z,51.3758333333333,0.5947222222222219,168,2018-06-10T07:16:33Z,51.0755555555555,2.12388888888889,328
BAW69BC,GTTNC,EGLL,LEBL,2018-06-10T07:20:00Z,2018-06-10T06:50:00Z,2018-06-10T06:40:00Z,IFR,A320,MJ,09R,309,DEP,219161812,2018-06-10T07:29:39Z,50.8238888888889,-0.6666666666666669,160,2018-06-10T07:38:35Z,49.84083333333329,0.02,290
AAL99,N802AN,EGLL,KORD,2018-06-10T07:03:00Z,2018-06-10T06:38:00Z,2018-06-10T06:45:00Z,IFR,B788,H,09R,326,DEP,219161895,2018-06-10T07:13:54Z,52.1433333333333,-0.516388888888889,179,2018-06-10T07:22:26Z,53.0155555555556,-1.51361111111111,312
BAW84LG,GEUYB,EGLL,EKBI,2018-06-10T07:08:00Z,2018-06-10T06:44:00Z,2018-06-10T06:45:00Z,IFR,A320,MJ,09R,525,DEP,219161842,2018-06-10T07:17:30Z,51.9127777777778,0.35305555555555596,178,2018-06-10T07:25:51Z,52.245000000000005,1.9369444444444397,329
BAW572,GEUPO,EGLL,LIMC,2018-06-10T07:00:00Z,2018-06-10T06:43:00Z,2018-06-10T06:50:00Z,IFR,A319,MJ,09R,522,DEP,219162001,2018-06-10T07:10:10Z,50.81694444444439,-0.3238888888888891,198,2018-06-10T07:18:27Z,49.935,0.520277777777778,324
BAW342,GEUUY,EGLL,LFMN,2018-06-10T07:09:00Z,2018-06-10T06:46:00Z,2018-06-10T06:50:00Z,IFR,A320,MJ,09R,509,DEP,219161933,2018-06-10T07:19:16Z,50.8286111111111,-0.222777777777778,170,2018-06-10T07:28:12Z,49.9761111111111,0.6686111111111109,288
SHT2L,GEUOH,EGLL,EGCC,2018-06-10T07:25:00Z,2018-06-10T07:03:00Z,2018-06-10T06:55:00Z,IFR,A319,MJ,09R,527,DEP,219162062,2018-06-10T07:35:18Z,52.136944444444396,-0.6119444444444441,180,2018-06-10T07:45:32Z,52.9736111111111,-1.6641666666666701,130
UAL883,N76065,EGLL,KEWR,2018-06-10T07:05:00Z,2018-06-10T06:39:00Z,2018-06-10T06:55:00Z,IFR,B764,H,09R,232,DEP,219162139,2018-06-10T07:14:15Z,51.52638888888891,-1.52611111111111,149,2018-06-10T07:22:39Z,51.845833333333296,-3.0744444444444397,302
